p1,845753,636607,4
p2,812954,643720,4
p3,868217,609046,4
p4,920248,607272,4
p5,841621,639394,4
p6,843907,598777,4
p7,817712,620917,4
p8,865980,632292,4
p9,876539,639944,4
p10,805247,642901,4
p11,829227,565484,4
p12,834679,669557,4
p13,851242,630615,4
p14,890325,702688,4
p15,832159,638667,4
p16,833736,637738,4
p17,778784,571492,4
p18,844489,672382,4
p19,825802,638894,4
p20,875471,622426,4
p21,879225,639387,4
p22,819482,633447,4
p23,818212,633262,4
p24,839324,651033,4
p25,817439,678071,4
p26,876202,600942,4
p27,841025,623927,4
p28,850781,619234,4
p29,754610,657392,4
p30,842733,640979,4
p31,881538,613492,4
p32,804685,671123,4
p33,877083,575129,4
p34,847312,655073,4
p35,827558,623170,4
p36,896258,707205,4
p37,829939,644422,4
p38,880719,597439,4
p39,828313,669762,4
p40,778978,589645,4
p41,832323,624353,4
p42,838906,655174,4
p43,913673,576755,4
p44,875535,587227,4
p45,797487,625675,4
p46,893942,596033,4
p47,770410,662419,4
p48,814804,605047,4
p49,832215,638387,4
p50,840280,643770,4
p51,833327,621905,4
p52,763542,635170,4
p53,825599,608689,4
p54,813209,683512,4
p55,938544,680392,4
p56,834393,656902,4
p57,787129,643393,4
p58,801229,617139,4
p59,886144,566002,4
p60,865073,661021,4
p61,796962,632416,4
p62,822877,612926,4
p63,835985,639514,4
p64,908901,628142,4
p65,807989,610817,4
p66,823816,651852,4
p67,818245,618659,4
p68,827601,640196,4
p69,846830,641704,4
p70,829041,623258,4
p71,858850,714281,4
p72,835967,564514,4
p73,835698,660461,4
p74,843223,632872,4
p75,880916,697241,4
p76,813541,641007,4
p77,913911,586519,4
p78,707529,693451,13
p79,846436,659041,4
p80,865316,690133,4
p81,842837,647272,4
p82,856101,601665,4
p83,822815,616988,4
p84,823364,620870,4
p85,817697,617678,4
p86,822368,648690,4
p87,855476,711703,4
p88,818065,675114,4
p89,843822,686283,4
p90,834396,637625,4
p91,802367,626026,4
p92,774481,694664,4
p93,805075,559992,4
p94,828813,622656,4
p95,841088,641913,4
p96,736868,591803,4
p97,812519,658809,4
p98,847097,610257,4
p99,880136,670834,4
p100,871566,663124,4
p101,835178,647851,4
p102,801113,631728,4
p103,836302,641336,4
p104,865563,600752,4
p105,856184,670732,4
p106,930906,675380,4
p107,787684,612023,4
p108,879210,671905,4
p109,940080,668730,4
p110,812951,619690,4
p111,782647,635710,4
p112,834146,634536,4
p113,825334,626399,4
p114,827880,657944,4
p115,806472,625818,4
p116,813142,634900,4
p117,834478,637224,4
p118,859522,666389,4
p119,812822,650842,4
p120,927475,652500,4
p121,830057,593423,4
p122,852554,687005,4
p123,755212,616702,4
p124,825515,636212,4
p125,841978,583774,4
p126,828956,617518,4
p127,851077,623381,4
p128,847787,616365,4
p129,781111,594759,4
p130,793474,650770,4
p131,849922,659848,4
p132,857555,592525,4
p133,851042,620360,4
p134,801896,668379,4
p135,798422,689889,4
p136,802904,649859,4
p137,833844,679629,4
p138,844117,650340,4
p139,750522,621023,4
p140,835324,635252,4
p141,805810,620656,4
p142,826540,709657,4
p143,821335,650998,4
p144,844114,619755,4
p145,799854,605921,4
p146,835851,659073,4
