p1,8.04731,-4.88662,0
p2,11.2375,3.01746,0
p3,5.1105,0.269883,0
p4,6.34456,-3.71832,0
p5,9.09493,2.02836,0
p6,8.01686,-2.26484,0
p7,9.95815,6.67136,0
p8,10.073,-5.96494,0
p9,8.5259,-1.55089,0
p10,8.63238,-1.97034,0
p11,8.28997,0.706405,0
p12,7.90183,-0.888256,0
p13,7.32836,-0.803496,0
p14,9.67965,-0.771563,0
p15,8.79674,0.706112,0
p16,8.32337,4.08369,0
p17,9.81871,-0.849995,0
p18,8.43905,1.03966,0
p19,9.78637,0.184881,0
p20,7.64558,-4.89767,0
p21,8.22954,-2.59089,0
p22,8.80164,0.217603,0
p23,9.27446,-2.85584,0
p24,7.9565,-3.16253,0
p25,6.88808,1.16889,0
p26,10.5153,-0.505739,0
p27,9.5922,-2.58048,0
p28,9.73777,4.52998,0
p29,5.24049,1.31851,0
p30,6.41871,-0.0358384,0
p31,9.62282,1.48769,0
p32,7.20748,-3.67993,0
p33,9.69823,5.00318,0
p34,5.90921,-2.06383,0
p35,7.39026,1.22465,0
p36,7.80643,3.19455,0
p37,10.0482,0.524928,0
p38,6.54353,0.00109869,0
p39,8.50854,0.628461,0
p40,6.85735,0.0607903,0
p41,11.291,-1.66965,0
p42,6.44954,2.40385,0
p43,9.73731,-1.24028,0
p44,7.60214,-2.23978,0
p45,8.62179,-4.88772,0
p46,8.36149,-4.5666,0
p47,8.63232,0.0943378,0
p48,6.62618,-1.77265,0
p49,6.73818,-1.92942,0
p50,8.52811,4.67163,0
p51,7.58597,-2.13659,0
p52,9.29786,-2.65974,0
p53,8.65448,-0.523772,0
p54,8.07383,1.14914,0
p55,9.8528,1.39256,0
p56,5.85915,-2.42513,0
p57,8.84712,0.805192,0
p58,9.17578,-1.14853,0
p59,10.0153,4.45207,0
p60,8.31818,2.45892,0
p61,8.59704,-2.09505,0
p62,8.53503,-5.78822,0
p63,8.82572,4.51317,0
p64,8.31072,-4.95844,0
p65,8.18246,-0.25343,0
p66,9.65633,1.97728,0
p67,6.59622,1.5515,0
p68,8.55303,-4.08889,0
p69,11.4203,1.35158,0
p70,12.4761,-2.50378,0
p71,9.9861,-1.87648,0
p72,7.16331,1.61416,0
p73,9.41639,-0.680316,0
p74,10.9345,-2.79792,0
p75,7.41624,-1.52791,0
p76,11.309,-1.57946,0
p77,10.4984,-2.0423,0
p78,8.887,5.581,0
p79,9.25853,-7.16143,0
p80,7.64768,-1.50731,0
p81,7.73847,-4.43388,0
p82,7.92336,-6.30531,0
p83,8.55215,1.02912,0
p84,8.89508,-5.53115,0
p85,6.26833,-0.508081,0
p86,7.1283,-1.64686,0
p87,9.26061,-3.68983,0
p88,9.33413,-8.03635,0
p89,5.77097,4.97839,0
p90,11.2793,-1.18948,0
p91,7.91054,-1.08779,0
p92,8.72444,-0.488243,0
p93,8.7434,-1.68898,0
p94,10.6764,-3.88999,0
p95,11.2826,-3.23266,0
p96,6.76457,-0.640593,0
p97,6.80258,2.78013,0
p98,11.1112,0.323643,0
p99,7.19656,0.793745,0
p100,9.55187,-0.809177,0
p101,6.43023,-0.542349,0
p102,8.54799,3.08994,0
p103,9.49333,3.42415,0
p104,7.64632,0.452481,0
p105,9.21912,0.197608,0
p106,8.6011,-2.11131,0
p107,8.33068,2.61018,0
p108,8.6887,-2.72417,0
p109,8.9796,0.0784963,0
p110,6.83457,-3.28685,0
p111,9.81484,-2.21538,0
p112,5.66555,1.82633,0
p113,10.6438,-1.77971,0
p114,8.97819,-0.819641,0
p115,10.6987,-1.83115,0
p116,7.12177,-1.7971,0
p117,7.54859,-0.52922,0
p118,9.98119,-0.639174,0
p119,8.56338,-2.94232,0
p120,7.73968,-1.98427,0
p121,6.49574,3.20202,0
p122,6.99226,-0.262286,0
p123,10.3891,2.13512,0
p124,7.5888,0.596278,0
p125,9.7318,-1.58389,0
p126,5.1857,3.76842,0
p127,10.6456,-1.70854,0
p128,8.27424,0.421787,0
p129,9.26922,-2.5318,0
p130,12.4228,-1.64796,0
p131,7.23462,-0.771073,0
p132,8.82901,-2.98353,0
p133,7.79333,1.11653,0
p134,4.5274,-5.34881,0
p135,6.38176,1.54411,0
p136,7.55688,-0.228735,0
p137,10.0207,-3.94477,0
p138,9.33372,-4.59182,0
p139,9.88245,-4.36024,0
p140,6.87607,3.66085,0
p141,8.27782,1.04327,0
p142,11.5177,0.653945,0
p143,7.2691,7.82304,0
p144,8.17629,-0.00301371,0
p145,9.08218,4.29567,0
p146,7.568,-1.5908,0
p147,8.42283,1.14002,0
p148,5.03,-0.346601,0
p149,8.65172,-2.78889,0
p150,8.76908,-4.75674,0
p151,8.32882,0.215972,0
p152,6.929,-6.73162,0
p153,7.94977,-1.9159,0
p154,6.82108,0.631436,0
p155,6.97004,0.426509,0
p156,9.68758,2.02541,0
